start	end	text
1590800	1592800	использование счетчиков
1592800	1594800	производительности, например, на
1594800	1596800	веб-ресурсе. Как можно
1596800	1598800	определить, что веб-ресурс использует
1598800	1600800	метрики WebGPU, WebGL
1600800	1602800	и так далее. Но для первого
1602800	1604800	шага вот этот
1604800	1606800	простейший алгоритм, который
1606800	1608800	позволяет проверить WebRTC,
1608800	1610800	который позволяет проверить наши сетевые ресурсы
1610800	1612800	и даже в некоторых случаях
1612800	1614800	позволяет проверить, где вот у нас
1614800	1616800	наш Canvas делся.
1616800	1618800	Давайте найдем его. Используется он.
1618800	1620800	Вот он. На третьем. Видите? Наш Canvas.
1620800	1622800	Опять же, квадратик этот
1622800	1624800	увеличен у меня на максимум.
1624800	1626800	Ну да, больше не увеличить его.
1626800	1628800	Но, тем не менее, мы
1628800	1630800	о его присутствии уже знаем. Canvas
1630800	1632800	можно определить, в принципе, элементарно просто.
1632800	1634800	Даже здесь невооруженным взглядом
1634800	1636800	можно
1636800	1638800	выставить
1638800	1640800	фильтрацию по Image.
1640800	1642800	И вот мы видим наш Canvas.
1642800	1644800	То есть никакой
1644800	1646800	особой проблемы в этом нет.
1646800	1648800	Вот этот ресурс какой-то у нас есть.
1648800	1650800	Смотрите. Сетевой. Давайте мы его откроем.
1650800	1652800	Вот здесь вот тоже
1652800	1654800	используется небольшой
1654800	1656800	ну это не один, конечно, пиксель.
1656800	1658800	Это не один пиксель был предыдущий.
1658800	1660800	Но тоже небольшое поле, которое
1660800	1662800	скорее всего используется как раз для той же самой
1662800	1664800	цели, для которой используется
1664800	1666800	и вот этот вот черный квадрат.
1666800	1668800	А именно определение
1668800	1670800	использования антидетектов. На всякий случай
1670800	1672800	скажу вам, как это работает.
1672800	1674800	Берется поле. Например,
1674800	1676800	пусть это будет поле, как в данном случае.
1676800	1678800	Сколько здесь у нас пикселей?
1678800	1680800	Мы можем это посмотреть.
1680800	1682800	Мы не видим сколько
1682800	1684800	у нас пикселей. Давайте представим себе, что
1684800	1686800	это поле у нас
1686800	1688800	50 на 100 пикселей.
1688800	1690800	И
1690800	1692800	это поле заливается одним
1692800	1694800	определенным цветом.
1694800	1696800	Это может быть белый, может быть черный, синий,
1696800	1698800	голубой, без разницы какой это будет цвет.
1698800	1700800	И затем
1700800	1702800	анализируется на предмет того,
1702800	1704800	были ли изменены
1704800	1706800	какие-либо пиксели. То есть
1706800	1708800	было ли изменение в цвете
1708800	1710800	или в альфа-канале.
1710800	1712800	Таким образом, можно определить, что используется
1712800	1714800	система подмены канвасов.
1714800	1716800	Так что, на всякий случай,
1716800	1718800	обращаем на это внимание.
1718800	1720800	Вот эту технологию вы будете видеть очень часто.
1720800	1722800	При этом, как вы можете
1722800	1724800	посмотреть, здесь вот интересно я вам покажу.
1724800	1726800	Здесь нет никаких
1726800	1728800	эффектов, здесь нет никакого текста.
1728800	1730800	Как, например, есть на Gmail.
1730800	1732800	Соответственно,
1732800	1734800	они не используют в данном случае
1734800	1736800	технологию получения отпечатка канваса.
1736800	1738800	Потому что здесь его не получить.
1738800	1740800	Здесь нет эффектов, нет текста.
1740800	1742800	Ничего. Просто заливка цвета.
1742800	1744800	Но, благодаря вот этой
1744800	1746800	простейшей технологии, они могут определить
1746800	1748800	использование антидетектов, потому что
1748800	1750800	антидетекты внесут шум
1750800	1752800	в данный пиксель.
1752800	1754800	На этом мы
1754800	1756800	заканчиваем наш сегодняшний урок.
1756800	1758800	Большое спасибо за внимание.
1758800	1760800	А если вы хотите проанализировать
1760800	1762800	веб-ресурсы намного
1762800	1764800	глубже, то смотрите
1764800	1766800	следующий урок, который позволит вам
1766800	1768800	научиться работе с
1768800	1770800	великолепным программным обеспечением
1770800	1772800	Group Suite.
1772800	1774800	И позволит рассмотреть самописные
1774800	1776800	антифрод-системы.
1776800	1778800	Спасибо за внимание. С вами был Вектор Т13.
