start	end	text
1880760	1886760	Но несмотря на то, что он не имеет таких, конечно же, проблем в большинстве случаев, как и Google,
1886760	1893760	нужно помнить, что, как я и говорил ранее, Comcast, AT&T и другие крупные интернет-провайдеры,
1893760	1898760	они также имеют систему отлова ботов на своих DNS-серверах.
1898760	1905760	В меньшем масштабе, безусловно, использовать нативный DNS будет намного лучше, чем использование кастомных DNS.
1905760	1913760	Но все же нам нужно определить определенные проблемы, которые нам сулит использование данного IP-адреса.
1913760	1918760	И прежде чем мы перейдем к установке реального DNS и возможности, как его найти,
1918760	1921760	нам нужно обратить внимание на то, что
1921760	1928760	нативный DNS, в отличие от того же самого DNS Google или Cloudflare,
1928760	1931760	имеет под собой определенный набор метрик.
1931760	1933760	Что это за метрики?
1933760	1939760	Первая метрика, которую мы можем увидеть, это DNS Fraud Score, IP Fraud Score.
1939760	1943760	В данном случае DNS является обычным сетевым ресурсом,
1943760	1948760	и он точно также подвержен проверке, как подвержены проверки, например,
1948760	1951760	нашего IP-адреса, IP-адреса нашего прокси и так далее.
1951760	1955760	Второе. DNS Subnet Fraud Score.
1955760	1961760	В данном случае производится проверка не только IP-адреса, но и всей подсети.
1961760	1964760	Дело в том, что подсеть может быть грязная, и, соответственно,
1964760	1968760	каким бы чистым не был бы IP-адрес нашего DNS,
1968760	1971760	остальные субъекты в этой сети могут быть грязные,
1971760	1975760	и поэтому у нас будут проблемы с данным DNS-сервером.
1975760	1979760	Третье. DNS ASN Fraud Score.
1979760	1980760	Что такое ASN?
1980760	1982760	На всякий случай.
1982760	1986760	ASN, вот представим себе наш...
1986760	1988760	Где он наш? Вот он.
1988760	1991760	Вот он мой IP-адрес на текущий момент.
1991760	1993760	И здесь есть такой пункт, называется Network.
1993760	1995760	Вот он.
1995760	1997760	Переходим мы на данный пункт.
1997760	2004760	Ну, здесь в данном случае мы переходим сразу же на официальный ресурс Border Gateway протокола,
2004760	2007760	поэтому давайте мы вот этот ASN скопируем.
2007760	2009760	И перейдем мы сейчас на...
2010760	2016760	DNS-lytics.
2016760	2018760	Итак, смотрите.
2018760	2021760	ASN, автономная частная сеть.
2021760	2025760	Ранее называлась BGP, Border Gateway Protocol.
2025760	2029760	Определенный, можно так буду говорить по-простому,
2029760	2031760	определенный конгломерат IP-адресов.
2031760	2037760	Когда какое-то юридическое лицо захочет предоставлять услуги интернета на определенной области,
2037760	2039760	ему необходимо будет выделенные IP-адреса.
2039760	2044760	Соответственно, обращаются в компанию AIRIN или в компанию RIPE, как в моем случае.
2044760	2055760	И вот в 5 августа 1998 года было компании RIPE выделено 2 396 672 IP-адреса
2055760	2060760	для компании Emirates Telecommunication Group Company.
2060760	2062760	Etisalat.
2062760	2064760	Собственно говоря, мой интернет-провайдер.
2064760	2067760	У данной ASN-сети,
2067760	2070760	у данной ASN-сети есть как Fraud Score,
2070760	2074760	то есть то, о чем мы здесь говорим, вот в пункте номер 3,
2074760	2078760	так и Bot Rate, и еще и Spam Rate даже.
2078760	2084760	Есть регулярно, выходят различного рода black-листы,
2084760	2087760	в которых содержат плохие ASN-сети.
2087760	2094760	ASN-сети с бот-трафиком, ASN-сети с мошенническим трафиком, с ботнетами и так далее.
2094760	2096760	Ну и также есть более...
2097760	2099760	прогрессивные списки.
2099760	2102760	В данном случае есть организация CleanTalk.
2102760	2108760	И вот мы видим, например, статистику по различным ASN-сетям,
2108760	2112760	какое количество IP-адресов находится в этой ASN-сети
2112760	2115760	и сколько из них замечено в спам-активности.
2115760	2118760	То есть мы можем посмотреть, например, есть сети...
2118760	2121760	Вот в Индии, что интересно, есть какая-то сеть,
2121760	2124760	в которой спам-активность всего-навсего 0,9%.
2124760	2125760	Великолепная.
2125760	2126760	Ну а...
2126760	2127760	Где здесь еще?
2127760	2128760	США.
2128760	2130760	Спам-активность 35%.
2130760	2134760	Скорее всего, что данный ресурс может принадлежать
2134760	2138760	какой-либо компании, какому-нибудь дата-центру.
2138760	2140760	И мы сейчас это видим.
2140760	2141760	Кстати, интересный момент.
2141760	2142760	Вот смотрите.
2142760	2148760	В данной ASN-сети 293 425 IP-адресов.
2148760	2154760	А веб-сайтов зарегистрировано в этой сети 626 851.
2154760	2157760	И вот, что мы видим.
2157760	2160760	VPN, хостинг и хорошие боты.
2160760	2161760	Якобы.
2161760	2166760	Но давайте посмотрим сейчас на тот же самый индийский.
2166760	2168760	Где у нас вот этот индийский?
2168760	2170760	Вот, даже Индия 0,5%.
2170760	2171760	Класс.
2171760	2172760	Переходим сюда.
2172760	2179760	Здесь у нас 405 000 IP-адресов и всего-навсего 117 веб-сайтов.
2179760	2182760	За счет такого простого...
2182760	2188760	За счет такой простой сверки есть возможность определить,
2188760	2193760	является ли данная ASN-сеть хостингом,
2193760	2197760	либо же является легитимным интернет-провайдером.
2197760	2202760	Поэтому тоже важно, когда вы поднимаете свой DNS-сервер,
2202760	2206760	либо же когда используете какой-то публичный, нативный DNS-сервер,
2206760	2209760	лучше посмотреть, где этот...
2209760	2211760	В какой ASN-сети находится данный сервер.
2211760	2215760	И можно ли с него работать.
2215760	2216760	Идем дальше.
2216760	2219760	Спамрейт мы уже с вами обсудили.
2219760	2221760	DNS Anomaly.
2221760	2225760	DNS Anomaly это довольно интересный параметр,
2225760	2232760	который позволяет выявить реальное использование поддельного DNS.
2232760	2233760	Я вам сейчас расскажу.
2233760	2235760	Это будет наш следующий пункт.
2235760	2237760	Просто пока запомните.
2237760	2239760	Ну и седьмой пункт.
2239760	2241760	Называется у нас User IP.
2241760	2242760	Activity.
2242760	2243760	Бот.
2243760	2246760	Даже маленькие DNS-сервера,
2246760	2248760	которые принадлежат обычным интернет-провайдерам,
2248760	2250760	они также хотят бороться с ботами.
2250760	2251760	Бот-трафик.
2251760	2253760	Потому что бот-трафик нагружает саму сеть.
2253760	2257760	Бот-трафик создает неудобства другим пользователям и так далее.
2257760	2260760	И, в частности, есть великолепная система,
2260760	2262760	которая у нас вот здесь вот спряталась.
2262760	2264760	Называется она Google Safe Browsing.
2264760	2269760	Кстати, в ней участвует, конечно же, DNS от Google.
2269760	2276760	И также Google Safe Browsing имеет возможность коммуницировать с другими DNS-серверами,
2276760	2278760	которые к ней подключены.
2278760	2280760	Что такое Google Safe Browsing?
2280760	2288760	Google Safe Browsing в разрезе данного вопроса по-простому.
2288760	2292760	Полная передача и сдача всей информации, которой только можно.
2292760	2293760	Все.
2293760	2295760	Полное слежение за пользователем.
2295760	2298760	Ну, конечно, маскируется это под эгидой того,
2298760	2303760	что это возможность обеспечить безопасность пользователя и так далее.
2303760	2305760	Но вы сами прекрасно понимаете,
2305760	2308760	что когда вы посещаете какой-либо отель,
2308760	2312760	вы видите наверняка табличку в ванной,
2312760	2315760	в которой говорится, что данный отель, например,
2315760	2324760	очень борется за популяцию каких-нибудь синемордых пятилапых черепах
2324760	2326760	где-нибудь на Гибралтаре.
2326760	2327760	Поэтому, пожалуйста,
2327760	2329760	не смывайте свои какашки,
2329760	2332760	не бросайте полотенца на пол без нужды
2332760	2336760	и убирайте номер сами.
2336760	2338760	Желательно зубной щеткой.
2338760	2339760	Ну, примерно так.
2339760	2342760	А по факту просто-напросто владелец жлоб
2342760	2345760	и благодаря вот этой маленькой табличке
2345760	2348760	он экономит в месяц тысячи долларов
2348760	2353760	на моющих средствах, на стирке и на изношенных полотенцах.
2353760	2357760	Поэтому точно также под хорошей эгидой борьбы с этим,
2357760	2365760	с ботами маскируется самая простая и тупая слежка за пользователями.
2365760	2368760	User Activity мы с вами уже обсудили,
2368760	2371760	как это работает.
2371760	2376760	Ну что ж, сейчас у нас осталось еще две темы касаемо DNS.
2376760	2379760	Как найти свой собственный DNS под прокси
2379760	2384760	и что же может плохого приключиться с этим DNS?
2384760	2386760	Несмотря на то, что мы все уже изучили,
2386760	2388760	и так много знаем,
2388760	2392760	на самом деле есть еще важнейшая деталь,
2392760	2396760	которая позволяет пробить то, что вы используете в прокси.
2396760	2399760	Даже если по вашему DNS.
2399760	2405760	Итак, давайте обратимся сейчас к сервису от Vector T13.
2405760	2410760	Здесь на сайте DetectExpert на вкладке Checker есть чекер DNS.
2410760	2412760	Мы переходим сюда.
2412760	2415760	И теперь все, что нам нужно, нам нужно залогиниться.
2415760	2419760	Я сейчас произведу логин и через несколько секунд мы продолжим.
2419760	2425760	Не сочтите за рекламу, но я не знаю других сервисов в интернете,
2425760	2428760	которые бы выполняли такую функцию.
2428760	2430760	И эта функция нам невероятно важна.
2430760	2432760	Что же это такое?
2432760	2436760	Это возможность найти DNS сервера по вашему IP-адресу.
2436760	2440760	Давайте представим, вот как будто я использую прокси.
2440760	2443760	Мы берем наш IP-адрес,
2443760	2446760	вставляем его в DNS-чекер
2446760	2448760	и нажимаем кнопку Check.
2448760	2454760	После этого через некоторое время, обычно до 2-3 минут,
2454760	2458760	мы получим большой список DNS-серверов,
2458760	2461760	которые можно использовать с нашим IP-адресом.
2461760	2466760	Вот видите, в данном случае все прошло намного быстрее, чем 2-3 минуты.
2466760	2470760	Итак, вот мы сейчас представляем, что мы используем прокси,
2470760	2472760	и мы получили огромный список.
2472760	2475760	Список из IP-адресов.
2475760	2477760	Вот они.
2477760	2479760	Соответственно, 125 страниц.
2479760	2485760	125 страниц это примерно 12500 различных IP-адресов,
2485760	2487760	DNS-серверов, которые мы можем использовать.
2487760	2492760	Но проблема заключается в том, что далеко не все их мы можем использовать.
2492760	2495760	Поэтому, если вы начнете перебирать по одному серверу,
2495760	2497760	вы можете потратить время впустую.
2497760	2499760	Как сделать это правильно?
2499760	2501760	Мы нажимаем кнопку Копировать IP-адресы.
2502760	2504760	Нажимаем Копировать IP-адресы в буфер обмена.
2504760	2507760	И будут скопированы IP-адресы именно с той страницы, на которой вы находитесь.
2507760	2510760	Нажимаем Копировать эти IP-адресы.
2510760	2515760	И далее, все, что нам необходимо, это создать текстовый документ.
2515760	2521760	И в этом текстовом документе нам необходимо будет вставить наши IP-адреса.
2521760	2523760	Вот они.
2523760	2525760	Ровно 100 штук.
2525760	2531760	После чего, данный документ мы сохраним на рабочем столе,
2531760	2539760	и изменим его расширение с txt на расширение ini.
2539760	2542760	Итак, наш документ сохранен.
2542760	2548760	После этого мы воспользуемся бесплатной утилитой, созданной Стивом Гибсоном.
2548760	2551760	Называется утилита DNS Benchmark.
2551760	2555760	К сожалению, антивирусы могут на нее реагировать довольно плохо,
2555760	2559760	поэтому я рекомендую не переживать.
2559760	2561760	Данная утилита.
2561760	2563760	Возможно, вы захотите написать подобную утилиту.
2563760	2565760	Это, в принципе, не сложно.
2565760	2567760	Python всем в помощь.
2567760	2569760	Это не является большой проблемой.
2569760	2572760	Я буду использовать ее, как будто мы не умеем с вами программировать.
2572760	2574760	И самый простой вариант.
2574760	2579760	Данная утилита позволяет проверять DNS адреса.
2579760	2585760	Мы переходим на вкладку Name Servers и нажимаем на кнопку Add Remove.
2585760	2587760	Удаляем все Name Servers.
2587760	2588760	Удаляем все Name Servers.
2588760	2590760	Удаляем все Name Servers.
2590760	2592760	Полностью все удалили.
2592760	2598760	А теперь наша задача нажать на кнопку Add Any File Name Server.
2598760	2604760	У нас пошла загрузка и одновременно сразу же проверка наших DNS серверов.
2604760	2611760	И, что немаловажно, в данную проверку вы должны будете выполнять только тогда,
2611760	2613760	когда подключены к прокси.
2613760	2614760	Почему?
2614760	2616760	Потому что с вашего прокси коннект может быть доступен,
2616760	2618760	А с вашего прокси коннект может быть доступен,
2618760	2621760	а с другого IP-адреса другой страны коннекта может не быть.
2621760	2628760	И вот теперь ваша основная задача будет как небольшая домашняя работа.
2628760	2633760	Как будет вести себя трафик, когда мы будем проверять DNS сервера?
2633760	2640760	Он пойдет через DNS наш системный, либо же он пойдет через DNS Google,
2640760	2644760	и мы получим точно такую же проблему, про которую мы говорили ранее,
2644760	2647760	когда обращались к веб-ресурсу BrowserLeaks.
2647760	2651760	Это какой-то невероятный Red Flag с табличкой на лбу.
2651760	2655760	Вот подумайте самостоятельно и ответьте себе на этот вопрос.
2655760	2661760	Или как можно, например, сделать, чтобы правильно этот трафик пошел в момент нашей проверки.
2661760	2665760	Итак, смотрим, что мы получили в данном случае.
2665760	2670760	Из 100 серверов мы видим, что у нас есть сервера, которые подсвечены зеленым,
2670760	2672760	это сервера, которые работают.
2672760	2675760	Сервера, которые подсвечены, соответственно, красным,
2675760	2678760	это сервера, которые недоступны в нашем случае.
2678760	2681760	И мы можем сделать следующим образом.
2681760	2685760	Add remove и убрать 28 мертвых серверов.
2685760	2691760	То есть у нас было 100 серверов, 28 из них мертвые, значит 72 сервера живые.
2691760	2694760	Вы можете подключиться к любому из этих серверов
2694760	2701760	и, соответственно, использовать его в качестве DNS сервера для ваших прокси.
2701760	2703760	И это будет великолепный вариант,
2703760	2709760	с помощью которого вы не будете зависеть от Google и Cloudflare.
2709760	2710760	Это первое.
2710760	2713760	Второе, особенно если вы не находитесь ни на территории США,
2713760	2716760	потому что вот эти Red Flags, про которые я говорил,
2716760	2720760	они все характерны только для США.
2720760	2725760	Соответственно, если вы работаете, например, по Великобритании или каким-либо другим странам,
2725760	2727760	вам за это переживать не стоит.
2727760	2731760	Но стоит переживать, если вы будете использовать Public DNS,
2731760	2735760	потому что если вы будете использовать, например, работаете по Германии,
2735760	2737760	используете Google DNS,
2737760	2742760	то вы все равно получите Red Flag от Google по IP-адресу,
2742760	2748760	и, соответственно, Google сообщит в Meta, Microsoft и так далее, в другие компании,
2748760	2752760	что данный IP-адрес имеет бот-активность.
2752760	2756760	Поэтому самый лучший вариант – это использование веб-ресурса DetectExpert,
2756760	2758760	тем более чекер здесь бесплатный.
2758760	2760760	Использовать, опять же, бесплатный чекер DNS-блок,
2760760	2766760	который вы можете найти на сайте компании Gibson Research Corporation.
2766760	2771760	И таким образом вы сможете использовать огромное количество DNS-серверов.
2771760	2776760	Плюс ко всему, если вы используете, например, прокси фактически одного и того же провайдера,
2776760	2781760	то вы можете записать себе 1-2-3 этих сервера и не проводить в будущем проверку.
2781760	2785760	Если вы знаете, что вы, например, в том месте, где вы покупаете прокси,
2785760	2789760	там есть возможность выбора провайдера, сохранили себе один раз список,
2789760	2797760	и, в принципе, можете использовать один и даже тот же DNS необходимого вам провайдера,
2797760	2799760	и все будет окей.
2799760	2804760	Ну что ж, на этом мы переходим к нашей финальной части.
2804760	2813760	Финальная часть, которая позволяет веб-ресурсам определить, что вы используете прокси.
2813760	2819760	Я вам сейчас покажу очень интересную и очень сложную, на первый взгляд,
2819760	2820760	схему.
2820760	2821760	Вот она.
2821760	2826760	Что же в этой схеме такого сложного и почему она невероятно для нас важна?
2826760	2834760	Ну давайте представим себе, что это схема подключения, когда вы используете прокси SOX5.
2834760	2836760	Что происходит?
2836760	2838760	Итак, вот ваш компьютер.
2838760	2845760	На вашем компьютере вы не знаете, как установить правильный DNS.
2845760	2846760	Да?
2846760	2849760	И вы, например, не послушали мой урок.
2849760	2852760	И решили все-таки, да пошло оно все нахер.
2852760	2855760	Этот вектор ничего умного не скажет.
2855760	2859760	Я поставлю себе DNS 4 единицы, и мне будет на все насрать.
2859760	2860760	Окей.
2860760	2861760	Ваше право.
2861760	2864760	Как же, думает пользователь, пойдет трафик?
2864760	2866760	DNS работает с помощью UDP протокола.
2866760	2867760	Это мы знаем.
2867760	2872760	Нам даже сайт BrowserLeaks показывает наш реальный DNS, если мы используем SOX.
2872760	2878760	Поэтому, если мы поставим себе DNS 4 единицы, BrowserLeaks у нас покажет, что у нас используется Cloudflare,
2878760	2880760	и все будет хорошо.
2880760	2881760	Дело в шляпе.
2881760	2883760	По факту, да.
2883760	2885760	В теории.
2885760	2889760	Но в реальности это так не работает.
2889760	2896760	Когда вы поставите себе DNS 4 единицы, с помощью UDP протокола вы попадете на Cloudflare DNS.
2896760	2898760	Все окей, все классно.
2898760	2905760	Соответственно, с Cloudflare DNS вы можете загрузить необходимый вам веб-ресурс и воспользоваться UDP протоколом.
2905760	2907760	Никаких проблем нет.
2907760	2908760	Вообще.
2908760	2910760	В теории.
2910760	2916760	Но, по факту, ваш веб-ресурс может выполнить против вас сетевую атаку.
2916760	2921760	И при этом вы никогда не догадаетесь, что эта сетевая атака была выполнена.
2921760	2923760	Как работают сейчас веб-ресурсы?
2923760	2925760	Откройте уши.
2925760	2928760	Вот это атака топовая.
2928760	2933760	24 года, в 25 году ее начали применять еще чаще.
2933760	2935760	Веб-ресурс.
2935760	2940760	Не будет производить никаких атак против вас напрямую.
2940760	2948760	Но веб-ресурс будет иметь у себя определенный, например, iFrame какого-нибудь.
2948760	2953760	Или же какой-нибудь третисторонний веб-ресурс, всплывающее окно и так далее.
2953760	2955760	Иными словами, адвертайзинг.
2955760	2962760	Этот адвертайзинг будет иметь очень интересный домен.
2962760	2964760	То есть вот представьте себе, что у нас вот такой вот домен.
2964760	2973760	Ну, во-первых, в DNS Cloudflare не будет знать какой это домен, это понятное дело.
2973760	2980760	И то есть благодаря этому у веб-ресурса будет возможность определить ваш реальный DNS.
2980760	2981760	Это первое.
2981760	2985760	То есть в данном случае определится Cloudflare точно так же по аналогии с BrowserLeaks.
2985760	2987760	Ну и что в этом может быть такого, правда?
2987760	2989760	Ничего страшного.
2989760	2993760	Но на самом деле, помимо сложного домена,
2993760	2995760	есть еще...
2995760	2997760	Вот такой домен у нас будет, да?
2997760	3000760	Есть еще и сложный ответ.
3000760	3003760	А теперь немного магии.
3003760	3009760	Некоторые сетевики скажут, что это невозможно, но я рекомендую попробовать это все на практике.
3009760	3017760	Дело в том, что ваш DNS может работать как в UDP-запросе, так и в TCP-запросе.
3017760	3020760	То есть он может использовать и тот, и другой протокол.
3020760	3022760	И на TCP...
3022760	3026760	Его можно переключить искусственно.
3026760	3030760	А каким образом его можно переключить искусственно на TCP?
3030760	3037760	Если общение по UDP выходит за рамки протокола UDP.
3037760	3044760	Иными словами, UDP может обрабатывать простые запросы, но сложные запросы будет обрабатывать всегда TCP-протокол.
3044760	3048760	А соответственно, вот этот вот Advertising
3048760	3050760	может использовать...
3050760	3055760	Сложный DNS-ответ.
3055760	3058760	Сложную DNS-коммуникацию.
3058760	3066760	И таким образом инициировать подключение не по UDP-протоколу, а по TCP-протоколу.
3066760	3072760	А в данном случае, когда будет инициировано подключение по TCP-протоколу,
3072760	3077760	есть практически 90% шанса,
3077760	3080760	что будет показан DNS-протокол.
3080760	3083760	Вашего проксика.
3083760	3086760	То есть даже не ваш реальный DNS вашего провайдера,
3086760	3089760	а всего-навсего DNS-прокси.
3089760	3091760	Это страшно, как вы думаете?
3091760	3093760	Да, это страшно.
3093760	3095760	А страшно это потому, что
3095760	3097760	в UDP-запросе,
3097760	3099760	вот в этом UDP-запросе,
3099760	3101760	вот он,
3101760	3103760	вот эта система,
3103760	3106760	она получит IP-адрес UDP.
3106760	3108760	То есть в данном случае 4 единицы.
3108760	3110760	А при TCP-запросе,
3110760	3113760	она получит IP-адрес вашего сокса.
3113760	3115760	DNS вашего сокса.
3115760	3117760	Потому что трафик будет идти через него.
3117760	3121760	И соответственно, что мы получаем в сухом остатке?
3121760	3126760	В сухом остатке этот malware advertising
3126760	3128760	получит два разных IP-адреса.
3128760	3132760	IP-адрес DNS-протокола и IP-адрес TCP-протокола.
3132760	3136760	IP-адрес UDP-DNS и IP-адрес TCP-DNS.
3136760	3139760	И в том случае, если эти IP-адреса не будут совпадать,
3139760	3143760	значит используется система проксификации.
3143760	3145760	Увы и факт.
3145760	3147760	Дело в том, что
3147760	3149760	нередко можно встретить это на практике.
3149760	3151760	Почему вот я упомянул,
3151760	3153760	что некоторые сетевики могут
3153760	3155760	начать на меня матюкаться и назвать это бредом.
3155760	3157760	Дело в том, что
3157760	3159760	если ваши DNS-запросы обрабатываются
3159760	3161760	с помощью вашего
3161760	3163760	системного резольвера,
3163760	3165760	то ему будет плевать,
3165760	3167760	хоть то TCP, хоть то UDP.
3167760	3169760	И фактически, если выставлен настройка,
3169760	3171760	как DNS 4 единицы,
3171760	3173760	то он и будет использовать эти 4 единицы
3173760	3175760	хоть по TCP-протоколу, хоть по UDP-протоколу.
3175760	3177760	Но так в теории.
3177760	3179760	А по практике
3179760	3181760	ваше программное обеспечение,
3181760	3183760	ваши проксификаторы
3183760	3185760	могут блокировать TCP-протокол
3185760	3187760	для того,
3187760	3189760	чтобы не было утечки IP-адреса.
3189760	3191760	И в таком случае
3191760	3193760	TCP-запрос будет обработан
3193760	3195760	непосредственно через TCP-протокол,
3195760	3197760	поскольку
3197760	3199760	в системном резольвере он будет заблокирован,
3199760	3201760	и поэтому он пойдет
3201760	3203760	через проксификатор.
3203760	3205760	А, соответственно, Malware Advertising
3205760	3207760	сможет получить
3207760	3209760	два разных IP-адреса,
3209760	3211760	что является неконсистентным
3211760	3213760	и является DNS-аномалией,
3213760	3215760	о которой мы говорили
3215760	3217760	в пункте номер 6.
3217760	3219760	И таким образом
3219760	3221760	есть возможность определить,
3221760	3223760	что используется система проксификации.
3223760	3225760	На этом можно сказать,
3225760	3227760	что вас вычислили.
3227760	3229760	Да, конечно,
3229760	3231760	нет возможности определить
3231760	3233760	вашу реальную геопозицию таким образом.
3233760	3235760	Можно определить другим образом,
3235760	3237760	например, с помощью CDN-сетей.
3237760	3239760	Но данный веб-ресурс
3239760	3241760	снимает с себя ответственность GDPR,
3241760	3243760	он не производит никаких сетевых атак
3243760	3245760	и так далее.
3245760	3247760	А по факту даже сетевой атакой
3247760	3249760	назвать это невозможно,
3249760	3251760	потому что сканирование портов не происходит,
3251760	3253760	каких-либо методик сложных
3253760	3255760	не используется.
3255760	3257760	Просто сложное доменное имя
3257760	3259760	и используется сложный
3259760	3261760	DNS-запрос-ответ.
3261760	3263760	После этого,
3263760	3265760	после вот такой элементарно простой
3265760	3267760	организованной атаки
3267760	3269760	использование SOCKS5 или SOCKS4
3269760	3271760	к сожалению является видным.
3271760	3273760	Так что помните об этом,
3273760	3275760	не забывайте,
3275760	3277760	и если есть возможность использовать
3277760	3279760	какой-либо вид прокси,
3279760	3281760	где есть возможность полносистемного подключения
3281760	3283760	либо же виртуальные роутеры,
3283760	3285760	конечно же используйте это,
3285760	3287760	потому что в некоторых антидетектах
3287760	3289760	он касается в первую очередь
3289760	3291760	производителей антидетектов,
3291760	3293760	браузерных антидетектов,
3293760	3295760	потому что они
3295760	3297760	непосредственно больше всего уязвимы к этому.
3297760	3299760	И знаете по какой причине?
3299760	3301760	Дело в том, что вот точно так же,
3301760	3303760	как по аналогии с программным обеспечением
3303760	3305760	Proxyfire,
3305760	3307760	где есть возможность проксифицировать DNS-запросы,
3307760	3309760	точно так же в некоторых антидетектах
3309760	3311760	используется система похожая
3311760	3313760	и соответственно есть возможность
3313760	3315760	вычислить, когда пользователи
3315760	3317760	используют прокси,
3317760	3319760	поскольку антидетект браузера
3319760	3321760	не поддерживает UDP-протокол,
3321760	3323760	и соответственно UDP-протокол у вас пойдет
3323760	3325760	с системного резольвера,
3325760	3327760	а TCP-запросы пойдут уже через
3327760	3329760	непосредственно сам антидетект браузер,
3329760	3331760	где будет выявлено два разных IP-адреса,
3331760	3333760	что будет являться свидетельством того,
3333760	3335760	что пользователь использует прокси.
3335760	3337760	Большое спасибо за внимание,
3337760	3339760	с вами был VectorT13,
3339760	3341760	до встречи в следующем уроке!
